,IDCliente,Genero,Aposentado,Casado,Dependentes,MesesComoCliente,ServicoTelefone,MultiplasLinhas,ServicoInternet,ServicoSegurancaOnline,ServicoBackupOnline,ProtecaoEquipamento,ServicoSuporteTecnico,ServicoStreamingTV,ServicoFilmes,TipoContrato,FaturaDigital,FormaPagamento,ValorMensal,TotalGasto,Churn,Codigo
3189,5384-ZTTWP,Feminino,0,Sim,Sim,15,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.8,272.95,Nao,
4515,9274-UARKJ,Feminino,0,Nao,Nao,15,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,DebitoAutomatico,83.2,1130,Nao,
209,1347-KTTTA,Masculino,0,Sim,Nao,64,Sim,Nao,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Anual,Sim,CartaoCredito,102.45,6654.1,Nao,
909,0835-JKADZ,Feminino,0,Nao,Nao,71,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,111.25,7984.15,Nao,
1289,9968-FFVVH,Masculino,0,Nao,Nao,63,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Nao,Anual,Nao,DebitoAutomatico,68.8,4111.35,Nao,
6761,2369-FEVNO,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,19.9,19.9,Nao,
1866,7940-UQQUG,Feminino,0,Sim,Sim,64,Sim,Sim,Fibra,Sim,Nao,Nao,Sim,Sim,Sim,Anual,Sim,DebitoAutomatico,104.4,6721.6,Nao,
1842,6959-GQEGV,Masculino,0,Nao,Nao,45,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,75.95,3273.8,Nao,
2497,5702-SKUOB,Feminino,0,Sim,Nao,4,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.6,93.45,Nao,
5956,3640-PHQXK,Feminino,0,Nao,Nao,31,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,89.9,2806.9,Sim,
104,3192-NQECA,Masculino,0,Sim,Nao,68,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,110.0,7611.85,Sim,
958,4002-BQWPQ,Masculino,0,Nao,Nao,25,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,Mensal,Nao,DebitoAutomatico,81.75,2028.8,Nao,
1793,4193-IBKSW,Masculino,0,Sim,Sim,72,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,24.75,1769.6,Nao,
2088,6784-XYJAE,Feminino,0,Nao,Nao,36,Sim,Sim,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Anual,Nao,BoletoEletronico,55.8,1941.5,Nao,
2702,1942-OQFRW,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,44.0,44,Nao,
3826,3213-VVOLG,Masculino,0,Sim,Sim,0,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,25.35, ,Nao,
5789,2805-AUFQN,Feminino,0,Nao,Nao,25,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,19.8,475.2,Nao,
331,9498-FIMXL,Feminino,0,Nao,Nao,8,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,BoletoImpresso,19.2,161.95,Nao,
5452,3026-ATZYV,Feminino,0,Sim,Sim,37,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Sim,Sim,Anual,Nao,DebitoAutomatico,75.1,2658.8,Nao,
4618,6350-XFYGW,Masculino,1,Nao,Nao,4,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,94.75,422.4,Nao,
5103,6421-SZVEM,Feminino,0,Sim,Sim,28,Sim,Nao,Fibra,Sim,Nao,Nao,Nao,Nao,Sim,Anual,Sim,DebitoAutomatico,82.85,2320.8,Nao,
5338,2580-ASVVY,Feminino,0,Sim,Nao,37,Nao,SemTelefone,DSL,Sim,Nao,Nao,Sim,Sim,Nao,2 anos,Nao,BoletoEletronico,45.4,1593.1,Nao,
2459,7140-ADSMJ,Masculino,0,Nao,Nao,8,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,CartaoCredito,20.45,162.3,Nao,
1774,5207-PLSTK,Masculino,0,Sim,Sim,1,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,48.75,48.75,Nao,
6929,0357-NVCRI,Feminino,0,Nao,Sim,25,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,CartaoCredito,20.05,471.7,Nao,
4947,4735-ASGMA,Masculino,0,Nao,Nao,26,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,98.35,2515.3,Sim,
4368,1704-NRWYE,Feminino,1,Nao,Nao,9,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,80.85,751.65,Sim,
4594,4658-HCOHW,Feminino,0,Sim,Sim,21,Sim,Nao,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,102.8,2110.15,Sim,
2686,4283-FUTGF,Masculino,1,Nao,Nao,19,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,79.85,1471.75,Sim,
5939,4712-AUQZO,Masculino,0,Nao,Nao,18,Nao,SemTelefone,DSL,Sim,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,33.6,550.35,Nao,
5715,0363-QJVFX,Masculino,0,Nao,Nao,32,Sim,Sim,Fibra,Sim,Sim,Nao,Sim,Sim,Sim,Mensal,Sim,CartaoCredito,108.15,3432.9,Sim,
5013,1261-FWTTE,Masculino,1,Nao,Nao,23,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,DebitoAutomatico,34.65,768.45,Nao,
4816,5906-DVAPM,Feminino,0,Sim,Sim,55,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Sim,Nao,Anual,Sim,CartaoCredito,75.0,4213.9,Nao,
2897,8234-GSZYK,Masculino,0,Nao,Nao,43,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,26.45,1110.05,Nao,
4997,4816-JBHOV,Masculino,1,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,44.7,93.7,Sim,
1710,6435-SRWBJ,Feminino,0,Nao,Nao,5,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Sim,BoletoEletronico,82.75,417.75,Nao,
5417,9715-SBVSU,Masculino,0,Sim,Sim,14,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Sim,2 anos,Sim,DebitoAutomatico,61.4,815.55,Nao,
5377,8313-KTIHG,Masculino,0,Nao,Nao,4,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Sim,Nao,Mensal,Sim,BoletoEletronico,61.3,249.4,Nao,
2478,7878-JGDKK,Masculino,0,Nao,Nao,4,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,44.55,220.75,Nao,
5012,9367-TCUYN,Feminino,0,Nao,Nao,12,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.1,223.6,Nao,
5291,1334-PDUKM,Feminino,0,Sim,Nao,68,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Nao,Nao,Anual,Nao,CartaoCredito,86.45,5762.95,Nao,
1366,7249-WBIYX,Masculino,0,Sim,Nao,10,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,85.6,813.85,Sim,
173,0691-JVSYA,Feminino,0,Sim,Nao,53,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Anual,Sim,DebitoAutomatico,94.85,5000.2,Sim,
858,3224-DFQNQ,Feminino,0,Sim,Nao,66,Sim,Sim,Fibra,Sim,Sim,Nao,Sim,Nao,Nao,Anual,Nao,BoletoEletronico,89.0,5898.6,Nao,
6758,7956-XQWGU,Masculino,0,Nao,Nao,27,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,CartaoCredito,19.4,460.25,Nao,
5183,8988-ECPJR,Feminino,1,Sim,Sim,34,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,79.6,2718.3,Sim,
3524,4706-AXVKM,Feminino,1,Nao,Nao,11,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,CartaoCredito,84.8,906.85,Sim,
3321,3913-RDSJZ,Feminino,0,Sim,Nao,64,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,25.55,1714.95,Nao,
5129,0620-DLSLK,Feminino,0,Nao,Nao,13,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoImpresso,81.9,1028.9,Nao,
6139,3039-MJSLN,Masculino,0,Nao,Sim,3,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,DebitoAutomatico,20.2,50.6,Nao,
4404,1307-ATKGB,Masculino,0,Nao,Nao,24,Sim,Nao,Fibra,Nao,Sim,Sim,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,89.55,2187.15,Nao,
3997,6023-GSSXW,Feminino,0,Sim,Nao,69,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Sim,2 anos,Sim,CartaoCredito,61.45,4131.2,Nao,
1952,0564-MUUQK,Feminino,0,Sim,Sim,20,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Nao,Sim,Mensal,Sim,DebitoAutomatico,95.5,1916.2,Nao,
3311,6137-MFAJN,Feminino,0,Nao,Nao,48,Nao,SemTelefone,DSL,Sim,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,44.8,2104.55,Nao,
2492,9206-GVPEQ,Masculino,0,Sim,Nao,13,Nao,SemTelefone,DSL,Sim,Nao,Nao,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,54.45,706.85,Sim,
4204,4395-PZMSN,Masculino,1,Nao,Nao,5,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,85.55,408.5,Nao,
6481,9389-ACWBI,Feminino,0,Sim,Sim,5,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,CartaoCredito,69.95,320.4,Nao,
2036,8775-ERLNB,Masculino,1,Sim,Nao,1,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,74.3,74.3,Nao,
5518,9574-RKJIF,Masculino,0,Sim,Sim,30,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,94.4,2838.7,Sim,
6714,7315-WYOAW,Masculino,0,Nao,Nao,13,Sim,Sim,Fibra,Nao,Nao,Nao,Sim,Sim,Sim,Mensal,Nao,BoletoEletronico,100.75,1313.25,Nao,
6354,3214-IYUUQ,Feminino,0,Sim,Nao,61,Sim,Nao,Fibra,Sim,Sim,Nao,Sim,Nao,Sim,Anual,Nao,DebitoAutomatico,93.7,5860.7,Nao,
3403,9618-LFJRU,Feminino,0,Nao,Nao,4,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,CartaoCredito,20.45,82.85,Nao,
18,4190-MFLUW,Feminino,0,Sim,Sim,10,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Nao,CartaoCredito,55.2,528.35,Sim,
3691,2150-WLKUW,Feminino,0,Sim,Nao,40,Sim,Sim,DSL,Nao,Sim,Nao,Nao,Sim,Nao,Anual,Nao,DebitoAutomatico,63.9,2635,Nao,
5310,6171-ZTVYB,Masculino,0,Sim,Nao,43,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Mensal,Nao,DebitoAutomatico,66.25,2907.35,Nao,
0,7590-VHVEG,Feminino,0,Sim,Nao,1,Nao,SemTelefone,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,29.85,29.85,Nao,
3628,5186-EJEGL,Masculino,0,Nao,Nao,9,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Nao,Mensal,Sim,BoletoImpresso,69.5,653.25,Nao,
5573,5550-VFRLC,Feminino,1,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,69.85,69.85,Sim,
2174,1178-PZGAB,Feminino,0,Nao,Nao,19,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,CartaoCredito,20.25,383.65,Nao,
1356,0196-JTUQI,Feminino,0,Nao,Nao,9,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,75.2,633.85,Nao,
5235,4299-SIMNS,Masculino,0,Nao,Nao,9,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,81.15,784.45,Nao,
6471,0859-YGKFW,Masculino,0,Sim,Sim,18,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,DebitoAutomatico,20.05,345.9,Nao,
6501,4753-PADAS,Feminino,0,Sim,Nao,67,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Anual,Sim,DebitoAutomatico,105.7,6816.95,Nao,
2826,3638-DIMPH,Feminino,0,Sim,Nao,13,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Anual,Nao,BoletoEletronico,43.8,592.65,Nao,
4237,6715-OFDBP,Masculino,0,Nao,Nao,5,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,70.05,346.4,Sim,
396,0177-PXBAT,Masculino,1,Sim,Nao,33,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Sim,Sim,Mensal,Sim,DebitoAutomatico,109.9,3694.7,Nao,
5461,1221-GHZEP,Feminino,0,Nao,Nao,62,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Sim,2 anos,Sim,BoletoImpresso,65.1,3846.75,Nao,
3112,8809-XKHMD,Masculino,0,Sim,Nao,72,Sim,Sim,Fibra,Sim,Sim,Nao,Sim,Nao,Sim,2 anos,Sim,DebitoAutomatico,100.55,7325.1,Nao,
182,9367-WXLCH,Masculino,0,Nao,Nao,8,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,DebitoAutomatico,84.5,662.65,Sim,
5498,1976-CFOCS,Feminino,1,Sim,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,46.0,46,Sim,
5568,2270-CHBFN,Feminino,0,Sim,Nao,44,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Nao,Nao,Mensal,Sim,CartaoCredito,95.1,4060.55,Nao,
1812,2085-BOJKI,Masculino,0,Sim,Nao,17,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Anual,Sim,DebitoAutomatico,96.65,1588.25,Nao,
4535,9647-ERGBE,Feminino,0,Sim,Sim,30,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,100.05,3046.15,Sim,
5752,7480-SPLEF,Masculino,0,Sim,Sim,69,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,DebitoAutomatico,26.0,1796.55,Nao,
5108,7811-JIVPF,Feminino,0,Nao,Nao,23,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,CartaoCredito,49.7,1081.25,Nao,
816,6275-YDUVO,Feminino,0,Nao,Nao,2,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,BoletoImpresso,86.2,178.7,Sim,
1572,7675-OZCZG,Feminino,1,Nao,Nao,3,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,45.0,127.1,Sim,
4877,4973-RLZVI,Feminino,0,Nao,Nao,30,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Anual,Nao,CartaoCredito,74.65,2308.6,Nao,
1800,6650-VJONK,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,43.85,43.85,Nao,
2280,2754-SDJRD,Feminino,1,Nao,Nao,8,Sim,Sim,Fibra,Nao,Nao,Nao,Sim,Sim,Sim,Mensal,Sim,CartaoCredito,100.15,908.55,Nao,
2429,8406-LNMHF,Masculino,1,Sim,Nao,59,Sim,Nao,Fibra,Sim,Sim,Sim,Nao,Nao,Nao,Anual,Sim,CartaoCredito,82.95,4903.15,Nao,
3893,5816-SCGFC,Feminino,1,Nao,Nao,7,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,51.3,419.35,Nao,
5570,5982-FPVQN,Feminino,0,Sim,Sim,37,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,95.15,3532.85,Nao,
4707,0961-ZWLVI,Masculino,0,Nao,Sim,49,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Sim,Sim,Anual,Sim,CartaoCredito,109.2,5290.45,Nao,
5322,8731-WBBMB,Feminino,0,Sim,Nao,26,Sim,Nao,DSL,Nao,Sim,Sim,Sim,Sim,Sim,Mensal,Nao,DebitoAutomatico,81.9,2078.55,Nao,
4315,9019-QVLZD,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Nao,BoletoEletronico,79.55,79.55,Sim,
6077,8085-MSNLK,Feminino,0,Sim,Nao,62,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,BoletoImpresso,113.95,6891.4,Nao,
6122,7609-NRNCA,Feminino,0,Nao,Nao,17,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.55,280.85,Nao,
6084,5119-KEPFY,Masculino,0,Sim,Nao,36,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,DebitoAutomatico,95.0,3440.25,Nao,
1830,7321-KKSDU,Masculino,0,Nao,Sim,32,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,20.5,696.8,Nao,
601,5173-ZXXXL,Masculino,0,Nao,Nao,2,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.95,47.7,Nao,
5835,4641-FROLU,Feminino,0,Sim,Sim,30,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,19.3,602.9,Nao,
6550,1309-BXVOQ,Masculino,0,Sim,Nao,21,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,106.1,2249.95,Sim,
5050,7762-URZQH,Masculino,0,Sim,Nao,66,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Sim,Sim,2 anos,Sim,CartaoCredito,106.05,6981.35,Sim,
554,5301-GAUUY,Masculino,0,Nao,Nao,32,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,80.35,2596.15,Sim,
1159,4086-YQSNZ,Feminino,1,Sim,Nao,3,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,80.4,224.05,Sim,
1213,6980-IMXXE,Feminino,0,Sim,Sim,69,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,20.2,1412.65,Nao,
880,9851-KIELU,Masculino,0,Nao,Nao,10,Sim,Nao,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,110.1,1043.3,Sim,
1325,7206-GZCDC,Feminino,1,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,69.25,69.25,Sim,
4316,8413-YNHNV,Masculino,0,Nao,Nao,69,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,BoletoImpresso,90.65,6322.1,Nao,
997,1374-DMZUI,Feminino,1,Nao,Nao,4,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,94.3,424.45,Sim,
700,1525-LNLOJ,Masculino,0,Sim,Sim,66,Sim,Sim,DSL,Nao,Nao,Sim,Nao,Sim,Nao,2 anos,Sim,DebitoAutomatico,63.3,4189.7,Nao,
2700,2346-DJQTB,Feminino,0,Nao,Nao,35,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,24.15,812.5,Nao,
5044,9927-DSWDF,Masculino,0,Sim,Nao,22,Sim,Nao,Fibra,Sim,Sim,Nao,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,104.6,2180.55,Nao,
1847,1098-KFQEC,Feminino,0,Sim,Sim,55,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,19.4,1083,Nao,
5168,6000-APYLU,Masculino,0,Nao,Nao,9,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,80.8,713.1,Sim,
2796,0058-EVZWM,Feminino,0,Sim,Nao,55,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,DebitoAutomatico,89.8,4959.6,Nao,
1455,1621-YNCJH,Feminino,0,Sim,Nao,36,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Nao,Sim,2 anos,Sim,CartaoCredito,106.05,3834.4,Nao,
6658,0818-OCPZO,Masculino,1,Nao,Nao,27,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,81.45,2122.05,Sim,
4105,5055-BRMNE,Feminino,0,Sim,Sim,67,Sim,Sim,Fibra,Sim,Nao,Nao,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,106.7,7009.5,Nao,
3994,0406-BPDVR,Feminino,1,Sim,Nao,54,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,Anual,Sim,CartaoCredito,101.5,5373.1,Sim,
866,0979-MOZQI,Masculino,0,Sim,Nao,62,Nao,SemTelefone,DSL,Nao,Nao,Nao,Sim,Sim,Nao,2 anos,Sim,DebitoAutomatico,39.0,2337.45,Nao,
5382,6229-UOLQL,Masculino,0,Sim,Sim,56,Nao,SemTelefone,DSL,Sim,Sim,Nao,Sim,Sim,Nao,Anual,Sim,BoletoImpresso,52.0,2884.9,Nao,
1644,3331-HQDTW,Feminino,0,Nao,Nao,34,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoImpresso,109.8,3587.25,Sim,
2140,3023-GFLBR,Feminino,0,Sim,Sim,33,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,CartaoCredito,86.15,2745.7,Sim,
4848,5380-AFSSK,Feminino,0,Nao,Nao,5,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoImpresso,93.9,486.85,Sim,
3520,6036-TTFYU,Feminino,0,Sim,Nao,16,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.6,314.45,Nao,
4421,4636-JGAAI,Masculino,0,Sim,Nao,34,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Sim,Mensal,Nao,BoletoImpresso,88.85,3000.25,Nao,
5684,0193-ESZXP,Feminino,1,Sim,Nao,58,Sim,Nao,Fibra,Sim,Sim,Nao,Sim,Sim,Sim,Anual,Sim,CartaoCredito,105.5,6205.5,Sim,
1490,8016-ZMGMO,Feminino,1,Sim,Nao,66,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Sim,Nao,Anual,Sim,DebitoAutomatico,70.85,4738.85,Nao,
4504,8327-WKMIE,Masculino,0,Nao,Nao,37,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,CartaoCredito,20.15,785.75,Nao,
4990,4647-XXZAM,Feminino,0,Sim,Sim,6,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,45.5,285.2,Nao,
729,2753-JMMCV,Masculino,0,Nao,Nao,65,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Nao,Sim,2 anos,Sim,CartaoCredito,74.2,4805.65,Nao,
4669,8701-DGLVH,Masculino,0,Nao,Nao,51,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,20.45,1042.65,Nao,
779,0322-CHQRU,Masculino,0,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,45.35,89.5,Sim,
2620,7799-DSEWS,Masculino,0,Nao,Nao,18,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Nao,Mensal,Sim,BoletoEletronico,68.35,1299.8,Nao,
1936,2239-CGBUZ,Feminino,0,Sim,Nao,51,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Anual,Sim,DebitoAutomatico,60.5,3145.15,Nao,
3793,6278-FEPBZ,Feminino,0,Nao,Nao,9,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.25,186.15,Nao,
6567,6215-NQCPY,Masculino,0,Nao,Nao,15,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,99.7,1566.75,Nao,
